"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"PoleActivite","PoleActivite","","","",0,*,"","","","","Loi HPST, art.13: ""Pour les établissements publics de santé, le directeur définit l'organisation de l'établissement en pôles d'activité conformément au projet médical d'établissement, après avis [...]. Le directeur général de l'agence régionale de santé peut autoriser un établissement à ne pas créer de pôles d'activité quand l'effectif médical de l'établissement le justifie.Les pôles d'activité peuvent comporter des structures internes de prise en charge du malade par les équipes médicales, soignantes ou médico-techniques ainsi que les structures médico-techniques qui leur sont associées"".Extrait de ""La loi HPST à l'hôpital, les clés pour comprendre - Ministère de la Santé- ANAP"": ""Les pôles d’activité clinique et médico-technique peuvent comporter des ""structures internes"" de prise en charge du malade par les équipes médicales, soignantes ou médico-techniques"".Les pôles peuvent être multi-sites, c'est à dire qu'un même pôle peut comporter des structures internes situées dans différentes entités géographiques d'une même entité juridique.","Loi HPST, art.13: ""Pour les établissements publics de santé, le directeur définit l'organisation de l'établissement en pôles d'activité conformément au projet médical d'établissement, après avis [...]. Le directeur général de l'agence régionale de santé peut autoriser un établissement à ne pas créer de pôles d'activité quand l'effectif médical de l'établissement le justifie.Les pôles d'activité peuvent comporter des structures internes de prise en charge du malade par les équipes médicales, soignantes ou médico-techniques ainsi que les structures médico-techniques qui leur sont associées"".Extrait de ""La loi HPST à l'hôpital, les clés pour comprendre - Ministère de la Santé- ANAP"": ""Les pôles d’activité clinique et médico-technique peuvent comporter des ""structures internes"" de prise en charge du malade par les équipes médicales, soignantes ou médico-techniques"".Les pôles peuvent être multi-sites, c'est à dire qu'un même pôle peut comporter des structures internes situées dans différentes entités géographiques d'une même entité juridique.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
