URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/mos/ValueSet/DESCNonQualifiant-vs,0.1.0-ballot,draft,,DescnonqualifiantVs,,"","StructureDefinition/DESCNonQualifiant","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/besoinScolarite-vs,0.1.0-ballot,draft,,BesoinscolariteVs,,"","StructureDefinition/VieScolaire","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/besoinVieQuotidienne-vs,0.1.0-ballot,draft,,BesoinviequotidienneVs,,"","StructureDefinition/VieQuotidienne","ans.fr.terminologies,Other"
https://interop.esante.gouv.fr/ig/mos/ValueSet/capaciteSavoirFaire-vs,0.1.0-ballot,draft,,CapacitesavoirfaireVs,,"","StructureDefinition/CapaciteSavoirfaire","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/categorieEtablissement-vs,0.1.0-ballot,draft,,CategorieetablissementVs,,"","StructureDefinition/EntiteGeographique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/code-vs,0.1.0-ballot,draft,,CodeVs,,"","StructureDefinition/DivisionTerritoriale","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/competence-vs,0.1.0-ballot,draft,,CompetenceVs,,"","StructureDefinition/Competence","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/competenceExclusive-vs,0.1.0-ballot,draft,,CompetenceexclusiveVs,,"","StructureDefinition/CompetenceExclusive","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/competenceMetier-vs,0.1.0-ballot,draft,,CompetencemetierVs,,"","StructureDefinition/CompetenceMetier","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/droitExerciceComplementaire-vs,0.1.0-ballot,draft,,DroitexercicecomplementaireVs,,"","StructureDefinition/DroitExerciceComplementaire","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/familleActiviteOperationnelle-vs,0.1.0-ballot,draft,,FamilleactiviteoperationnelleVs,,"","StructureDefinition/OffreOperationnelle","ans.fr.terminologies,Other"
https://interop.esante.gouv.fr/ig/mos/ValueSet/fonctionQualifiee-vs,0.1.0-ballot,draft,,FonctionqualifieeVs,,"","StructureDefinition/FonctionQualifiee","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/lieuNaissance-vs,0.1.0-ballot,draft,,LieunaissanceVs,,"","StructureDefinition/PersonnePhysique","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/mos/ValueSet/orientationParticuliere-vs,0.1.0-ballot,draft,,OrientationparticuliereVs,,"","StructureDefinition/OrientationParticuliere","ans.fr.terminologies"
